index,delta3_1,delta3_2,delta2_1,label
391,384,267,117,stand
392,384,267,117,stand
393,375,258,117,stand
394,366,258,108,stand
395,366,258,108,stand
396,358,250,108,stand
397,367,250,117,stand
398,367,250,117,stand
399,384,267,117,stand
400,384,267,117,stand
401,384,267,117,stand
402,384,267,117,stand
403,375,267,108,stand
404,375,267,108,stand
405,366,258,108,stand
406,366,258,108,stand
407,366,258,108,stand
408,375,267,108,stand
409,375,267,108,stand
410,375,267,108,stand
411,366,258,108,stand
412,358,258,100,stand
413,358,258,100,stand
414,367,267,100,stand
415,375,267,108,stand
416,375,275,100,stand
417,366,266,100,stand
418,366,266,100,stand
419,366,250,116,stand
420,366,250,116,stand
421,358,250,108,stand
422,358,258,100,stand
423,367,267,100,stand
424,367,267,100,stand
425,367,267,100,stand
426,367,267,100,stand
427,375,267,108,stand
428,375,259,116,stand
429,375,259,116,stand
430,375,259,116,stand
431,375,259,116,stand
432,375,259,116,stand
433,375,259,116,stand
434,375,267,108,stand
435,358,250,108,stand
436,358,250,108,stand
437,358,250,108,stand
438,366,258,108,stand
439,366,258,108,stand
440,366,258,108,stand
441,366,258,108,stand
442,366,258,108,stand
443,366,266,100,stand
444,366,266,100,stand
445,375,266,109,stand
446,375,258,117,stand
447,384,267,117,stand
448,375,267,108,stand
449,375,267,108,stand
450,375,267,108,stand
451,375,267,108,stand
452,375,267,108,stand
453,366,258,108,stand
454,366,258,108,stand
455,366,250,116,stand
456,375,259,116,stand
457,367,259,108,stand
458,367,267,100,stand
459,358,258,100,stand
460,366,258,108,stand
461,366,258,108,stand
462,366,258,108,stand
463,366,258,108,stand
464,366,258,108,stand
465,375,267,108,stand
466,367,267,100,stand
467,367,267,100,stand
468,358,258,100,stand
469,375,258,117,stand
470,375,258,117,stand
471,375,258,117,stand
472,366,258,108,stand
473,366,258,108,stand
474,366,258,108,stand
475,366,258,108,stand
476,366,266,100,stand
477,375,275,100,stand
478,384,275,109,stand
479,384,267,117,stand
480,384,267,117,stand
481,375,267,108,stand
482,375,267,108,stand
483,366,258,108,stand
484,366,258,108,stand
485,366,258,108,stand
486,375,267,108,stand
487,384,267,117,stand
488,384,259,125,stand
489,384,259,125,stand
490,375,259,116,stand
491,375,267,108,stand
492,366,258,108,stand
493,366,258,108,stand
494,366,250,116,stand
495,375,259,116,stand
496,384,259,125,stand
497,384,259,125,stand
498,375,250,125,stand
499,366,250,116,stand
500,366,258,108,stand
501,375,267,108,stand
502,384,267,117,stand
503,384,275,109,stand
504,384,275,109,stand
505,375,275,100,stand
506,375,267,108,stand
507,375,267,108,stand
508,375,267,108,stand
509,375,267,108,stand
510,366,258,108,stand
511,366,258,108,stand
512,366,258,108,stand
513,366,258,108,stand
514,375,258,117,stand
515,375,258,117,stand
516,375,258,117,stand
517,366,258,108,stand
518,366,258,108,stand
519,366,258,108,stand
520,366,258,108,stand
521,366,266,100,stand
522,366,266,100,stand
523,366,266,100,stand
524,366,258,108,stand
525,366,258,108,stand
526,366,258,108,stand
527,366,250,116,stand
528,375,259,116,stand
529,375,259,116,stand
530,375,259,116,stand
531,375,259,116,stand
532,375,259,116,stand
533,375,267,108,stand
534,366,258,108,stand
535,366,258,108,stand
536,366,258,108,stand
537,366,258,108,stand
538,366,258,108,stand
539,366,258,108,stand
540,366,258,108,stand
541,366,258,108,stand
542,366,258,108,stand
543,366,258,108,stand
544,366,258,108,stand
545,366,258,108,stand
546,375,267,108,stand
547,375,267,108,stand
548,375,267,108,stand
549,366,258,108,stand
550,366,258,108,stand
551,366,258,108,stand
552,375,267,108,stand
553,384,267,117,stand
554,384,267,117,stand
555,375,258,117,stand
556,366,258,108,stand
557,366,258,108,stand
558,366,258,108,stand
559,366,258,108,stand
560,366,250,116,stand
561,375,259,116,stand
562,375,259,116,stand
563,375,267,108,stand
564,366,258,108,stand
565,366,258,108,stand
566,366,258,108,stand
567,366,258,108,stand
568,375,258,117,stand
569,375,258,117,stand
570,384,267,117,stand
571,375,267,108,stand
572,375,267,108,stand
573,366,258,108,stand
574,375,258,117,stand
575,375,258,117,stand
576,375,258,117,stand
577,366,258,108,stand
578,366,266,100,stand
579,375,275,100,stand
580,375,275,100,stand
581,375,267,108,stand
582,375,267,108,stand
583,384,267,117,stand
584,384,267,117,stand
585,375,258,117,stand
586,366,258,108,stand
587,366,258,108,stand
588,366,258,108,stand
589,366,258,108,stand
590,366,258,108,stand
591,375,267,108,stand
592,375,267,108,stand
593,375,267,108,stand
594,366,258,108,stand
595,366,258,108,stand
596,366,258,108,stand
597,375,267,108,stand
598,375,267,108,stand
599,375,267,108,stand
600,366,258,108,stand
601,375,258,117,stand
602,375,258,117,stand
603,392,275,117,stand
604,383,275,108,stand
605,383,283,100,stand
606,375,275,100,stand
607,375,275,100,stand
608,375,267,108,stand
609,375,267,108,stand
610,375,267,108,stand
611,375,267,108,stand
612,366,258,108,stand
613,366,258,108,stand
614,366,258,108,stand
615,366,258,108,stand
616,366,258,108,stand
617,366,258,108,stand
618,375,267,108,stand
619,384,267,117,stand
620,384,267,117,stand
621,375,258,117,stand
622,366,258,108,stand
623,366,250,116,stand
624,375,259,116,stand
625,375,259,116,stand
626,375,259,116,stand
627,375,259,116,stand
628,375,259,116,stand
629,375,275,100,stand
630,366,266,100,stand
631,366,266,100,stand
632,366,258,108,stand
633,375,267,108,stand
634,375,267,108,stand
635,375,267,108,stand
636,375,267,108,stand
637,375,267,108,stand
638,375,267,108,stand
639,366,258,108,stand
640,366,258,108,stand
641,366,258,108,stand
642,375,267,108,stand
643,384,267,117,stand
644,384,267,117,stand
645,375,258,117,stand
646,375,258,117,stand
647,375,258,117,stand
648,375,258,117,stand
649,366,258,108,stand
650,366,258,108,stand
651,375,267,108,stand
652,375,267,108,stand
653,375,259,116,stand
654,375,259,116,stand
655,375,259,116,stand
656,375,259,116,stand
657,375,259,116,stand
658,375,259,116,stand
659,375,267,108,stand
660,375,267,108,stand
661,375,267,108,stand
662,375,275,100,stand
663,375,275,100,stand
664,375,275,100,stand
665,375,259,116,stand
666,366,250,116,stand
667,366,250,116,stand
668,366,258,108,stand
669,375,267,108,stand
670,375,267,108,stand
671,375,267,108,stand
672,375,267,108,stand
673,375,267,108,stand
674,375,275,100,stand
675,375,275,100,stand
676,384,275,109,stand
677,384,275,109,stand
678,384,275,109,stand
679,375,275,100,stand
680,375,267,108,stand
681,375,267,108,stand
682,375,267,108,stand
683,375,267,108,stand
684,375,267,108,stand
685,375,267,108,stand
686,375,267,108,stand
687,366,258,108,stand
688,366,258,108,stand
689,366,258,108,stand
690,366,258,108,stand
691,366,258,108,stand
692,366,258,108,stand
693,375,267,108,stand
694,375,267,108,stand
695,375,267,108,stand
696,375,267,108,stand
697,375,267,108,stand
698,375,275,100,stand
699,375,275,100,stand
700,384,275,109,stand
701,384,267,117,stand
702,375,258,117,stand
703,375,258,117,stand
704,375,258,117,stand
705,375,258,117,stand
706,375,258,117,stand
707,375,258,117,stand
708,375,258,117,stand
709,366,258,108,stand
710,366,250,116,stand
711,375,259,116,stand
712,384,259,125,stand
713,384,267,117,stand
714,375,258,117,stand
715,366,258,108,stand
716,366,258,108,stand
717,366,258,108,stand
718,366,258,108,stand
719,366,258,108,stand
720,366,258,108,stand
721,366,258,108,stand
722,366,258,108,stand
723,366,258,108,stand
724,366,258,108,stand
725,366,266,100,stand
726,366,266,100,stand
727,366,266,100,stand
728,366,258,108,stand
729,366,258,108,stand
730,366,258,108,stand
731,366,258,108,stand
732,375,267,108,stand
733,375,267,108,stand
734,375,267,108,stand
735,375,267,108,stand
736,384,267,117,stand
737,384,267,117,stand
738,384,267,117,stand
739,384,267,117,stand
740,384,267,117,stand
741,384,267,117,stand
742,375,267,108,stand
743,375,267,108,stand
744,366,258,108,stand
745,366,258,108,stand
746,366,258,108,stand
747,366,258,108,stand
748,375,258,117,stand
749,375,250,125,stand
750,375,250,125,stand
751,366,250,116,stand
752,366,258,108,stand
753,366,258,108,stand
754,375,258,117,stand
755,375,258,117,stand
756,375,258,117,stand
757,375,258,117,stand
758,375,258,117,stand
759,375,258,117,stand
760,375,258,117,stand
761,375,258,117,stand
762,375,258,117,stand
763,366,258,108,stand
764,366,258,108,stand
765,375,267,108,stand
766,384,267,117,stand
767,384,267,117,stand
768,375,258,117,stand
769,366,258,108,stand
770,366,258,108,stand
771,375,267,108,stand
772,375,267,108,stand
773,375,267,108,stand
774,375,267,108,stand
775,375,267,108,stand
776,375,267,108,stand
777,366,258,108,stand
778,366,258,108,stand
779,366,258,108,stand
780,366,258,108,stand
781,375,258,117,stand
782,375,258,117,stand
783,375,258,117,stand
784,366,258,108,stand
785,366,258,108,stand
786,375,267,108,stand
787,375,267,108,stand
788,375,275,100,stand
789,366,266,100,stand
790,375,266,109,stand
791,375,266,109,stand
792,375,266,109,stand
793,375,266,109,stand
794,375,266,109,stand
795,375,266,109,stand
796,366,266,100,stand
797,366,258,108,stand
798,366,258,108,stand
799,375,258,117,stand
800,375,266,109,stand
801,384,275,109,stand
802,384,275,109,stand
803,384,275,109,stand
804,375,266,109,stand
805,358,266,92,stand
806,358,258,100,stand
807,358,258,100,stand
808,366,258,108,stand
809,366,258,108,stand
810,366,258,108,stand
811,358,258,100,stand
812,358,258,100,stand
813,367,267,100,stand
814,384,267,117,stand
815,384,267,117,stand
816,375,258,117,stand
817,366,258,108,stand
818,366,266,100,stand
819,366,266,100,stand
820,366,266,100,stand
821,366,266,100,stand
822,366,266,100,stand
823,366,266,100,stand
824,366,258,108,stand
825,375,267,108,stand
826,375,267,108,stand
827,375,267,108,stand
828,366,258,108,stand
829,366,258,108,stand
830,366,266,100,stand
831,358,258,100,stand
832,358,258,100,stand
833,358,250,108,stand
834,366,258,108,stand
835,366,258,108,stand
836,366,250,116,stand
837,366,250,116,stand
838,366,250,116,stand
839,366,250,116,stand
840,366,250,116,stand
841,375,250,125,stand
842,375,258,117,stand
843,375,258,117,stand
844,366,258,108,stand
845,366,258,108,stand
846,375,267,108,stand
847,375,267,108,stand
848,375,259,116,stand
849,375,259,116,stand
850,375,259,116,stand
851,375,275,100,stand
852,375,275,100,stand
853,375,275,100,stand
854,375,259,116,stand
855,375,259,116,stand
856,384,259,125,stand
857,384,267,117,stand
858,375,258,117,stand
859,366,258,108,stand
860,366,258,108,stand
861,366,258,108,stand
862,366,258,108,stand
863,366,266,100,stand
864,366,266,100,stand
865,366,266,100,stand
866,366,258,108,stand
867,366,258,108,stand
868,375,258,117,stand
869,375,258,117,stand
870,375,258,117,stand
871,375,258,117,stand
872,375,258,117,stand
873,375,258,117,stand
874,366,258,108,stand
875,366,258,108,stand
876,366,258,108,stand
877,375,258,117,stand
878,375,250,125,stand
879,375,250,125,stand
880,375,250,125,stand
881,375,258,117,stand
882,375,258,117,stand
883,366,258,108,stand
884,366,258,108,stand
885,366,258,108,stand
886,366,258,108,stand
887,366,258,108,stand
888,366,258,108,stand
889,375,258,117,stand
890,375,258,117,stand
891,384,267,117,stand
892,375,267,108,stand
893,375,267,108,stand
894,366,258,108,stand
895,366,258,108,stand
896,366,258,108,stand
897,366,258,108,stand
898,366,258,108,stand
899,366,258,108,stand
900,366,258,108,stand
901,366,258,108,stand
902,366,258,108,stand
903,366,258,108,stand
904,366,258,108,stand
905,366,258,108,stand
906,366,258,108,stand
907,375,258,117,stand
908,375,258,117,stand
909,384,267,117,stand
910,375,267,108,stand
911,375,267,108,stand
912,366,258,108,stand
913,366,258,108,stand
914,366,258,108,stand
915,375,267,108,stand
916,384,267,117,stand
917,384,275,109,stand
918,375,266,109,stand
919,366,266,100,stand
920,366,258,108,stand
921,366,258,108,stand
922,375,258,117,stand
923,375,258,117,stand
924,375,258,117,stand
925,366,258,108,stand
926,366,258,108,stand
927,358,250,108,stand
928,358,250,108,stand
929,358,250,108,stand
930,366,258,108,stand
931,366,258,108,stand
932,366,258,108,stand
933,366,258,108,stand
934,375,258,117,stand
935,375,258,117,stand
936,375,258,117,stand
937,375,258,117,stand
938,375,258,117,stand
939,375,258,117,stand
940,366,258,108,stand
941,366,258,108,stand
942,358,250,108,stand
943,367,250,117,stand
944,367,250,117,stand
945,375,258,117,stand
946,366,258,108,stand
947,366,266,100,stand
948,366,266,100,stand
949,366,266,100,stand
950,366,266,100,stand
951,358,258,100,stand
952,358,258,100,stand
953,358,250,108,stand
954,358,250,108,stand
955,358,250,108,stand
956,358,250,108,stand
957,358,250,108,stand
958,358,250,108,stand
959,358,250,108,stand
960,358,250,108,stand
961,358,250,108,stand
962,358,250,108,stand
963,358,250,108,stand
964,358,250,108,stand
965,358,258,100,stand
966,358,258,100,stand
967,367,258,109,stand
968,367,258,109,stand
969,375,266,109,stand
970,375,266,109,stand
971,375,258,117,stand
972,367,250,117,stand
973,358,250,108,stand
974,358,250,108,stand
975,358,250,108,stand
976,367,250,117,stand
977,367,250,117,stand
978,375,258,117,stand
979,366,258,108,stand
980,366,258,108,stand
981,358,250,108,stand
982,367,250,117,stand
983,367,250,117,stand
984,367,250,117,stand
985,358,250,108,stand
986,358,250,108,stand
987,358,250,108,stand
988,367,250,117,stand
989,367,250,117,stand
990,375,258,117,stand
991,366,258,108,stand
992,366,258,108,stand
993,366,258,108,stand
994,366,258,108,stand
995,366,258,108,stand
996,366,258,108,stand
997,366,258,108,stand
998,366,258,108,stand
999,366,258,108,stand
1000,366,258,108,stand
1001,366,258,108,stand
1002,358,250,108,stand
1003,358,250,108,stand
1004,358,250,108,stand
1005,366,258,108,stand
1006,366,258,108,stand
1007,366,266,100,stand
1008,358,258,100,stand
1009,350,258,92,stand
1010,350,250,100,stand
1011,350,250,100,stand
1012,358,250,108,stand
1013,358,250,108,stand
1014,366,258,108,stand
1015,366,258,108,stand
1016,366,250,116,stand
1017,358,242,116,stand
1018,358,242,116,stand
1019,358,258,100,stand
1020,358,258,100,stand
1021,367,258,109,stand
1022,367,250,117,stand
1023,367,250,117,stand
1024,367,250,117,stand
1025,367,250,117,stand
1026,367,250,117,stand
1027,367,250,117,stand
1028,367,258,109,stand
1029,375,266,109,stand
1030,375,266,109,stand
1031,375,258,117,stand
1032,367,250,117,stand
1033,358,250,108,stand
1034,358,250,108,stand
1035,366,258,108,stand
1036,375,258,117,stand
1037,375,258,117,stand
1038,375,258,117,stand
1039,358,258,100,stand
1040,358,258,100,stand
1041,358,258,100,stand
1042,366,258,108,stand
1043,366,258,108,stand_sit
1044,366,258,108,stand_sit
1045,366,258,108,stand_sit
1046,366,266,100,stand_sit
1047,358,258,100,stand_sit
1048,350,258,92,stand_sit
1049,350,242,108,stand_sit
1050,350,242,108,stand_sit
1051,358,242,116,stand_sit
1052,358,250,108,stand_sit
1053,366,258,108,stand_sit
1054,366,258,108,stand_sit
1055,366,258,108,stand_sit
1056,358,250,108,stand_sit
1057,350,250,100,stand_sit
1058,350,250,100,stand_sit
1059,358,258,100,stand_sit
1060,366,258,108,stand_sit
1061,366,258,108,stand_sit
1062,358,250,108,stand_sit
1063,367,250,117,stand_sit
1064,367,250,117,stand_sit
1065,367,250,117,stand_sit
1066,358,250,108,stand_sit
1067,358,250,108,stand_sit
1068,350,242,108,stand_sit
1069,350,242,108,stand_sit
1070,350,242,108,stand_sit
1071,358,250,108,stand_sit
1072,367,250,117,stand_sit
1073,367,242,125,stand_sit
1074,367,242,125,stand_sit
1075,358,242,116,stand_sit
1076,358,250,108,stand_sit
1077,358,250,108,stand_sit
1078,358,250,108,stand_sit
1079,358,250,108,stand_sit
1080,350,242,108,stand_sit
1081,350,242,108,stand_sit
1082,350,250,100,stand_sit
1083,350,250,100,stand_sit
1084,350,250,100,stand_sit
1085,350,242,108,stand_sit
1086,350,242,108,stand_sit
1087,359,242,117,stand_sit
1088,359,242,117,stand_sit
1089,359,242,117,stand_sit
1090,359,242,117,stand_sit
1091,359,250,109,stand_sit
1092,350,241,109,stand_sit
1093,341,241,100,stand_sit
1094,341,241,100,stand_sit
1095,341,241,100,stand_sit
1096,350,241,109,stand_sit
1097,350,241,109,stand_sit
1098,350,241,109,stand_sit
1099,350,241,109,stand_sit
1100,350,241,109,stand_sit
1101,342,233,109,stand_sit
1102,342,233,109,stand_sit
1103,342,225,117,stand_sit
1104,350,233,117,stand_sit
1105,341,233,108,stand_sit
1106,341,233,108,stand_sit
1107,333,225,108,stand_sit
1108,333,225,108,stand_sit
1109,333,233,100,stand_sit
1110,341,241,100,stand_sit
1111,341,241,100,stand_sit
1112,341,241,100,stand_sit
1113,333,233,100,stand_sit
1114,342,233,109,stand_sit
1115,342,233,109,stand_sit
1116,342,233,109,stand_sit
1117,333,233,100,stand_sit
1118,333,225,108,stand_sit
1119,325,217,108,stand_sit
1120,334,217,117,stand_sit
1121,334,225,109,stand_sit
1122,334,225,109,stand_sit
1123,334,225,109,stand_sit
1124,334,225,109,stand_sit
1125,350,241,109,stand_sit
1126,341,241,100,stand_sit
1127,341,241,100,stand_sit
1128,333,233,100,stand_sit
1129,333,233,100,stand_sit
1130,333,242,91,stand_sit
1131,333,242,91,stand_sit
1132,333,242,91,stand_sit
1133,333,233,100,stand_sit
1134,325,225,100,stand_sit
1135,325,225,100,stand_sit
1136,325,234,91,stand_sit
1137,333,242,91,stand_sit
1138,333,242,91,stand_sit
1139,333,242,91,stand_sit
1140,333,242,91,stand_sit
1141,333,242,91,stand_sit
1142,333,242,91,stand_sit
1143,333,242,91,stand_sit
1144,333,242,91,stand_sit
1145,333,242,91,stand_sit
1146,325,234,91,stand_sit
1147,325,234,91,stand_sit
1148,325,234,91,stand_sit
1149,333,242,91,stand_sit
1150,333,242,91,stand_sit
1151,333,242,91,stand_sit
1152,333,242,91,stand_sit
1153,333,242,91,stand_sit
1154,333,242,91,stand_sit
1155,333,242,91,stand_sit
1156,333,242,91,stand_sit
1157,333,250,83,stand_sit
1158,333,250,83,stand_sit
1159,342,250,92,stand_sit
1160,342,242,100,stand_sit
1161,342,242,100,stand_sit
1162,342,242,100,stand_sit
1163,342,250,92,stand_sit
1164,342,250,92,stand_sit
1165,342,250,92,stand_sit
1166,342,250,92,stand_sit
1167,342,250,92,stand_sit
1168,333,250,83,stand_sit
1169,333,242,91,stand_sit
1170,325,234,91,stand_sit
1171,325,234,91,stand_sit
1172,325,234,91,stand_sit
1173,325,234,91,stand_sit
1174,334,234,100,stand_sit
1175,334,242,92,stand_sit
1176,342,250,92,stand_sit
1177,333,250,83,stand_sit
1178,333,250,83,stand_sit
1179,333,250,83,stand_sit
1180,333,250,83,stand_sit
1181,333,258,75,stand_sit
1182,325,250,75,stand_sit
1183,325,250,75,stand_sit
1184,325,250,75,stand_sit
1185,333,258,75,stand_sit
1186,342,258,84,stand_sit
1187,342,250,92,stand_sit
1188,334,242,92,stand_sit
1189,334,242,92,stand_sit
1190,334,250,84,stand_sit
1191,334,250,84,stand_sit
1192,325,250,75,stand_sit
1193,325,259,66,stand_sit
1194,325,259,66,stand_sit
1195,325,259,66,stand_sit
1196,325,259,66,stand_sit
1197,325,259,66,sit
1198,325,259,66,sit
1199,325,250,75,sit
1200,333,258,75,sit
1201,333,258,75,sit
1202,333,267,66,sit
1203,325,259,66,sit
1204,325,259,66,sit
