index,delta3_1,delta3_2,delta2_1,label
576,325,258,67,sit
577,325,258,67,sit
578,325,250,75,sit
579,325,250,75,sit
580,325,250,75,sit
581,325,250,75,sit
582,325,250,75,sit
583,317,250,67,sit
584,317,258,59,sit
585,317,258,59,sit
586,325,258,67,sit
587,325,250,75,sit
588,333,258,75,sit
589,333,258,75,sit
590,333,266,67,sit
591,325,258,67,sit
592,325,258,67,sit
593,325,250,75,sit
594,317,242,75,sit
595,317,242,75,sit
596,317,250,67,sit
597,325,258,67,sit
598,325,258,67,sit
599,325,250,75,sit
600,317,242,75,sit
601,317,242,75,sit
602,317,250,67,sit
603,325,258,67,sit
604,325,258,67,sit
605,325,250,75,sit
606,325,250,75,sit
607,325,250,75,sit
608,325,258,67,sit
609,325,258,67,sit
610,325,258,67,sit
611,325,258,67,sit
612,325,258,67,sit
613,325,258,67,sit
614,325,267,58,sit
615,325,267,58,sit
616,317,267,50,sit
617,317,250,67,sit
618,317,250,67,sit
619,317,250,67,sit
620,317,258,59,sit
621,309,250,59,sit
622,317,250,67,sit
623,317,250,67,sit
624,325,258,67,sit
625,325,258,67,sit
626,325,250,75,sit
627,325,250,75,sit
628,325,250,75,sit
629,325,258,67,sit
630,325,258,67,sit
631,325,258,67,sit
632,325,258,67,sit
633,325,258,67,sit
634,325,258,67,sit
635,325,258,67,sit
636,325,258,67,sit
637,325,258,67,sit
638,325,258,67,sit
639,317,250,67,sit
640,317,250,67,sit
641,317,250,67,sit
642,325,258,67,sit
643,317,258,59,sit
644,317,258,59,sit
645,317,258,59,sit
646,333,258,75,sit
647,333,250,83,sit
648,333,250,83,sit
649,325,250,75,sit
650,325,258,67,sit
651,317,250,67,sit
652,317,250,67,sit
653,317,250,67,sit
654,325,258,67,sit
655,325,258,67,sit
656,325,258,67,sit
657,317,250,67,sit
658,317,250,67,sit
659,317,250,67,sit
660,325,258,67,sit
661,333,258,75,sit
662,333,258,75,sit
663,341,266,75,sit
664,333,266,67,sit
665,333,266,67,sit
666,325,258,67,sit
667,325,258,67,sit
668,325,258,67,sit
669,317,250,67,sit
670,317,250,67,sit
671,317,250,67,sit
672,325,258,67,sit
673,325,258,67,sit
674,325,258,67,sit
675,325,258,67,sit
676,325,258,67,sit
677,325,258,67,sit
678,325,258,67,sit
679,325,258,67,sit
680,325,258,67,sit
681,325,258,67,sit
682,325,258,67,sit
683,325,250,75,sit
684,333,258,75,sit
685,333,258,75,sit
686,333,266,67,sit
687,325,258,67,sit
688,325,258,67,sit
689,325,258,67,sit
690,317,250,67,sit
691,317,250,67,sit
692,317,250,67,sit
693,325,258,67,sit
694,333,258,75,sit
695,333,258,75,sit
696,333,258,75,sit
697,325,258,67,sit
698,325,258,67,sit
699,325,258,67,sit
700,325,258,67,sit
701,325,250,75,sit
702,325,250,75,sit
703,333,250,83,sit
704,333,258,75,sit
705,333,258,75,sit
706,325,258,67,sit
707,325,258,67,sit
708,325,258,67,sit
709,325,258,67,sit
710,325,258,67,sit
711,325,258,67,sit
712,325,258,67,sit
713,325,258,67,sit
714,333,266,67,sit
715,341,266,75,sit
716,341,266,75,sit
717,333,258,75,sit
718,325,258,67,sit
719,325,258,67,sit
720,333,266,67,sit
721,333,266,67,sit
722,333,266,67,sit
723,325,258,67,sit
724,325,258,67,sit
725,325,250,75,sit
726,325,250,75,sit
727,325,250,75,sit
728,325,258,67,sit
729,317,250,67,sit
730,317,250,67,sit
731,317,250,67,sit
732,325,258,67,sit
733,333,258,75,sit
734,333,258,75,sit
735,333,258,75,sit
736,333,258,75,sit
737,333,258,75,sit
738,333,258,75,sit
739,325,258,67,sit
740,325,258,67,sit
741,325,258,67,sit
742,333,258,75,sit
743,333,258,75,sit
744,333,258,75,sit
745,333,258,75,sit
746,333,258,75,sit
747,333,258,75,sit
748,333,258,75,sit
749,333,250,83,sit
750,333,250,83,sit
751,325,250,75,sit
752,325,258,67,sit
753,317,250,67,sit
754,325,250,75,sit
755,325,250,75,sit
756,333,258,75,sit
757,333,258,75,sit
758,333,258,75,sit
759,325,250,75,sit
760,317,250,67,sit
761,317,250,67,sit
762,325,258,67,sit
763,325,258,67,sit
764,325,258,67,sit
765,325,258,67,sit
766,325,258,67,sit
767,325,250,75,sit
768,325,250,75,sit
769,333,250,83,sit
770,333,258,75,sit
771,333,258,75,sit
772,333,258,75,sit
773,333,258,75,sit
774,333,258,75,sit
775,325,258,67,sit
776,325,250,75,sit
777,325,250,75,sit
778,325,250,75,sit
779,325,258,67,sit
780,325,258,67,sit
781,325,258,67,sit
782,325,258,67,sit
783,325,258,67,sit
784,333,258,75,sit
785,333,258,75,sit
786,333,258,75,sit
787,325,258,67,sit
788,325,258,67,sit
789,325,258,67,sit
790,325,258,67,sit
791,325,258,67,sit
792,333,266,67,sit
793,333,266,67,sit
794,333,258,75,sit
795,317,242,75,sit
796,317,242,75,sit
797,317,242,75,sit
798,325,250,75,sit
799,325,250,75,sit
800,325,250,75,sit
801,325,250,75,sit
802,325,250,75,sit
803,325,250,75,sit
804,325,250,75,sit
805,325,250,75,sit
806,325,258,67,sit
807,325,258,67,sit
808,325,258,67,sit
809,325,258,67,sit
810,325,258,67,sit
811,325,258,67,sit
812,325,250,75,sit
813,317,242,75,sit
814,317,242,75,sit
815,317,242,75,sit
816,325,250,75,sit
817,325,250,75,sit
818,325,258,67,sit
819,317,250,67,sit
820,317,250,67,sit
821,317,250,67,sit
822,325,258,67,sit
823,333,258,75,sit
824,333,258,75,sit
825,333,258,75,sit
826,325,258,67,sit
827,325,258,67,sit
828,325,258,67,sit
829,325,258,67,sit
830,325,258,67,sit
831,325,258,67,sit
832,333,258,75,sit
833,333,258,75,sit
834,333,258,75,sit
835,325,258,67,sit
836,325,258,67,sit
837,317,250,67,sit
838,317,250,67,sit
839,317,250,67,sit
840,317,250,67,sit
841,317,250,67,sit
842,317,250,67,sit
843,317,250,67,sit
844,317,250,67,sit
845,317,250,67,sit
846,325,258,67,sit
847,325,258,67,sit
848,325,258,67,sit
849,325,258,67,sit
850,325,258,67,sit
851,325,250,75,sit
852,325,250,75,sit
853,325,250,75,sit
854,325,267,58,sit
855,325,267,58,sit
856,333,267,66,sit
857,333,258,75,sit
858,333,258,75,sit
859,325,258,67,sit
860,325,258,67,sit
861,333,266,67,sit
862,341,266,75,sit
863,341,266,75,sit
864,333,258,75,sit
865,325,258,67,sit
866,325,258,67,sit
867,317,250,67,sit
868,317,250,67,sit
869,317,259,58,sit
870,317,259,58,sit
871,317,259,58,sit
872,317,250,67,sit
873,325,258,67,sit
874,325,258,67,sit
875,325,258,67,sit
876,325,258,67,sit
877,325,258,67,sit
878,325,258,67,sit
879,317,250,67,sit
880,317,250,67,sit
881,317,250,67,sit
882,325,258,67,sit
883,333,258,75,sit
884,333,258,75,sit
885,333,258,75,sit
886,325,258,67,sit
887,325,250,75,sit
888,325,250,75,sit
889,325,250,75,sit
890,325,258,67,sit
891,325,258,67,sit
892,333,258,75,sit
893,333,258,75,sit
894,333,258,75,sit
895,325,258,67,sit
896,325,258,67,sit
897,325,258,67,sit
898,325,258,67,sit
899,325,258,67,sit
900,325,258,67,sit
901,325,258,67,sit
902,325,258,67,sit
903,325,258,67,sit
904,325,258,67,sit
905,325,258,67,sit
906,325,258,67,sit
907,325,258,67,sit
908,325,258,67,sit
909,325,258,67,sit
910,333,258,75,sit
911,333,258,75,sit
912,341,266,75,sit
913,333,266,67,sit
914,333,266,67,sit
915,325,258,67,sit
916,333,258,75,sit
917,333,250,83,sit
918,333,250,83,sit
919,325,250,75,sit
920,325,250,75,sit
921,325,250,75,sit
922,333,250,83,sit
923,333,258,75,sit
924,333,258,75,sit
925,325,258,67,sit
926,325,258,67,sit
927,325,258,67,sit
928,333,258,75,sit
929,333,258,75,sit
930,333,258,75,sit
931,325,258,67,sit
932,325,258,67,sit
933,317,250,67,sit
934,325,250,75,sit
935,325,250,75,sit
936,333,258,75,sit
937,325,258,67,sit
938,325,250,75,sit
939,325,250,75,sit
940,325,250,75,sit
941,325,258,67,sit
942,325,258,67,sit
943,325,258,67,sit
944,325,258,67,sit
945,333,266,67,sit
946,333,266,67,sit
947,333,275,58,sit
948,325,267,58,sit
949,325,267,58,sit
950,325,258,67,sit
951,325,258,67,sit
952,325,258,67,sit
953,325,258,67,sit
954,325,258,67,sit
955,325,258,67,sit
956,325,258,67,sit
957,325,258,67,sit
958,325,258,67,sit
959,325,258,67,sit
960,325,258,67,sit
961,325,258,67,sit
962,325,250,75,sit
963,325,250,75,sit
964,325,250,75,sit
965,325,258,67,sit
966,325,258,67,sit
967,325,258,67,sit
968,325,258,67,sit
969,325,258,67,sit
970,325,258,67,sit
971,325,258,67,sit
972,325,258,67,sit
973,333,258,75,sit
974,333,258,75,sit
975,333,258,75,sit
976,333,258,75,sit
977,333,250,83,sit
978,333,250,83,sit
979,333,250,83,sit
980,333,258,75,sit
981,333,258,75,sit
982,333,258,75,sit
983,333,258,75,sit
984,333,258,75,sit
985,325,258,67,sit
986,325,258,67,sit
987,325,258,67,sit
988,325,258,67,sit
989,325,258,67,sit
990,317,250,67,sit
991,317,250,67,sit
992,317,250,67,sit
993,325,258,67,sit
994,333,258,75,sit
995,333,258,75,sit
996,333,258,75,sit
997,325,258,67,sit
998,325,258,67,sit
999,325,258,67,sit
1000,333,258,75,sit
1001,333,267,66,sit
1002,333,267,66,sit
1003,333,267,66,sit
1004,333,258,75,sit
1005,325,250,75,sit
1006,317,250,67,sit
1007,317,250,67,sit
1008,325,258,67,sit
1009,333,258,75,sit
1010,333,258,75,sit
1011,325,250,75,sit
1012,317,250,67,sit
1013,317,250,67,sit
1014,325,258,67,sit
1015,333,258,75,sit
1016,333,258,75,sit
1017,325,250,75,sit
1018,325,250,75,sit
1019,325,250,75,sit
1020,333,258,75,sit
1021,333,258,75,sit
1022,333,258,75,sit
1023,325,250,75,sit
1024,325,250,75,sit
1025,325,250,75,sit
1026,325,250,75,sit
1027,317,250,67,sit
1028,317,250,67,sit
1029,325,258,67,sit
1030,325,258,67,sit
1031,325,258,67,sit
1032,325,258,67,sit
1033,333,258,75,sit
1034,333,258,75,sit
1035,325,250,75,sit
1036,317,250,67,sit
1037,317,250,67,sit
1038,317,250,67,sit
1039,317,250,67,sit
1040,317,259,58,sit
1041,325,267,58,sit
1042,325,267,58,sit
1043,325,258,67,sit
1044,325,258,67,sit
1045,325,258,67,sit
1046,325,250,75,sit
1047,325,250,75,sit
1048,333,250,83,sit
1049,333,258,75,sit
1050,333,258,75,sit
1051,325,258,67,sit
1052,325,267,58,sit
1053,325,267,58,sit
1054,325,267,58,sit
1055,325,250,75,sit
1056,325,250,75,sit
1057,333,250,83,sit
1058,333,258,75,sit
1059,333,258,75,sit
1060,333,258,75,sit
1061,333,258,75,sit
1062,333,258,75,sit
1063,325,258,67,sit
1064,325,258,67,sit
1065,325,258,67,sit
1066,333,258,75,sit
1067,333,258,75,sit
1068,325,250,75,sit
1069,325,250,75,sit
1070,325,250,75,sit
1071,333,258,75,sit
1072,325,258,67,sit
1073,325,258,67,sit
1074,317,250,67,sit
1075,325,250,75,sit
1076,325,250,75,sit
1077,325,250,75,sit
1078,317,250,67,sit
1079,317,250,67,sit
1080,317,250,67,sit
1081,317,250,67,sit
1082,317,250,67,sit
1083,325,258,67,sit
1084,325,258,67,sit
1085,325,250,75,sit
1086,325,250,75,sit
1087,325,250,75,sit
1088,325,258,67,sit
1089,317,250,67,sit
1090,317,250,67,sit
1091,317,250,67,sit
1092,325,258,67,sit
1093,325,258,67,sit
1094,325,258,67,sit
1095,325,258,67,sit
1096,325,258,67,sit
1097,325,258,67,sit
1098,317,250,67,sit
1099,325,250,75,sit
1100,325,250,75,sit
1101,325,250,75,sit
1102,325,250,75,sit
1103,325,250,75,sit
1104,333,258,75,sit
1105,333,258,75,sit
1106,333,258,75,sit
1107,333,258,75,sit
1108,333,258,75,sit
1109,333,258,75,sit
1110,325,250,75,sit
1111,317,250,67,sit
1112,317,250,67,sit
1113,317,250,67,sit
1114,325,250,75,sit
1115,325,250,75,sit
1116,333,258,75,sit
1117,333,258,75,sit
1118,333,258,75,sit
1119,333,258,75,sit
1120,333,258,75,sit
1121,333,267,66,sit
1122,333,267,66,sit
1123,325,267,58,sit
1124,325,258,67,sit
1125,325,258,67,sit
1126,333,258,75,sit
1127,333,258,75,sit
1128,333,258,75,sit
1129,317,258,59,sit
1130,317,250,67,sit
1131,309,242,67,sit
1132,325,242,83,sit
1133,325,250,75,sit
1134,341,266,75,sit
1135,341,266,75,sit
1136,341,266,75,sit
1137,333,258,75,sit
1138,325,258,67,sit
1139,325,258,67,sit
1140,325,258,67,sit
1141,333,258,75,sit
1142,333,258,75,sit
1143,325,250,75,sit
1144,317,250,67,sit
1145,317,250,67,sit
1146,325,258,67,sit
1147,325,258,67,sit
1148,325,258,67,sit
1149,325,258,67,sit
1150,325,258,67,sit
1151,325,258,67,sit
1152,325,258,67,sit
1153,333,258,75,sit
1154,333,258,75,sit
1155,333,258,75,sit
1156,333,258,75,sit
1157,333,258,75,sit
1158,333,258,75,sit
1159,325,258,67,sit
1160,325,258,67,sit
1161,325,258,67,sit
1162,325,258,67,sit
1163,325,258,67,sit
1164,317,250,67,sit
1165,317,250,67,sit
1166,317,250,67,sit
1167,325,258,67,sit
1168,325,258,67,sit
1169,325,258,67,sit
1170,325,258,67,sit
1171,333,258,75,sit
1172,333,267,66,sit
1173,333,267,66,sit
1174,325,267,58,sit
1175,325,258,67,sit
1176,325,258,67,sit
1177,325,258,67,sit
1178,325,258,67,sit
1179,325,258,67,sit
1180,325,258,67,sit
1181,325,258,67,sit
1182,325,258,67,sit
1183,325,258,67,sit
1184,325,250,75,sit
1185,325,250,75,sit
1186,325,250,75,sit
1187,325,258,67,sit
1188,325,258,67,sit
1189,325,258,67,sit
1190,325,250,75,sit
1191,325,250,75,sit
1192,325,250,75,sit
1193,325,258,67,sit
1194,317,250,67,sit
1195,317,250,67,sit
1196,317,250,67,sit
1197,325,258,67,sit
1198,325,258,67,sit
1199,325,258,67,sit
1200,325,258,67,sit
1201,333,258,75,sit
1202,333,267,66,sit
1203,325,259,66,sit
1204,317,259,58,sit
1205,317,250,67,sit
1206,325,258,67,sit
1207,325,258,67,sit
1208,325,258,67,sit
1209,317,250,67,sit
1210,317,250,67,sit
1211,317,250,67,sit
1212,317,250,67,sit
1213,325,250,75,sit
1214,325,242,83,sit
1215,333,250,83,sit
1216,333,250,83,sit
1217,333,250,83,sit
1218,333,250,83,sit
1219,333,250,83,sit
1220,333,258,75,sit
1221,333,258,75,sit
1222,325,258,67,sit
1223,325,250,75,sit
1224,325,250,75,sit
1225,325,250,75,sit
1226,325,258,67,sit
1227,317,250,67,sit
1228,317,250,67,sit
1229,317,250,67,sit
1230,325,258,67,sit
1231,325,258,67,sit
1232,325,267,58,sit
1233,325,267,58,sit
1234,333,267,66,sit
1235,333,258,75,sit
1236,333,258,75,sit
1237,325,258,67,sit
1238,325,267,58,sit
1239,325,267,58,sit
1240,325,267,58,sit
1241,325,258,67,sit
1242,317,250,67,sit
1243,317,250,67,sit
